,x,jmw
11,"Reports an error in the original article by M. Good et al (Pain, 1999, 81, 163–172). In section 4.1 Support of Theory, the following sentence should appear: ""Differences in pain of 4–10 mm found in this study are clinically significant, since relaxation, music, and the combination consistently reduced both sensation and distress, two components of pain endured by patients; and also reduced heart and respiratory rates moderating sympathetic nervous system activity."" (The following abstract of this article originally appeared in record [rid]1999-13878-011[/rid]). Examined the effect of jaw relaxation, music and the combination of relaxation and music on postoperative pain after major abdominal surgery during ambulation and rest on postoperative days 1 and 2. 500 Ss (aged 20–70 yrs) were randomly assigned to a relaxation, music, relaxation plus music, or control group. Interventions were taught preoperatively and tested postoperatively. Pain was measured with the visual analogue sensation and distress of pain scales. Analysis indicated that 3 treatment groups had significantly less pain then the controls. Post hoc multivariate analysis revealed that the combination group had significantly less sensation at stress of pain than the control group on all post-tests, and the… (PsycINFO Database Record (c) 2012 APA, all rights reserved)",1
12,"Reports an error in ""Exploring the geography of corporate philanthropic disaster response: A study of fortune global 500 firms"" by (Journal of Business Ethics, 2009[Feb], Vol 84[4], 589-603). During the proof procedure of this article, the authors overlooked a mistake in Table IV. The correct table is given in the erratum. (The following abstract of the original article appeared in record [rid]2009-00622-008[/rid]). In recent years, major disasters have figured prominently in the media. While corporate response to disasters may have raised corporate philanthropy to a new level, it remains an understudied phenomenon. This article draws on comparative research on corporate social responsibility (CSR) and corporate philanthropy to explore the geography of corporate philanthropic disaster response. The study analyzes donation announcements made by Fortune Global 500 firms from North America, Europe and Asia to look for regional patterns across three recent disasters: the South Asian Tsunami, Hurricane Katrina, and the Kashmiri earthquake. The results reveal inter-regional differences in the overall likelihood of donations and in their cash value, in addition to the identification of home-region- and local presence effects. Implications for researchers and practitioners are discussed. (PsycINFO Database Record (c) 2012 APA, all rights reserved)",1
13,"Reports an error in ""Moving beyond the residential neighborhood to explore social inequalities in exposure to area-level disadvantage: Results from the Interdisciplinary Study on Inequalities in Smoking"" by Martine Shareck, Yan Kestens and Katherine L. Frohlich (Social Science & Medicine, 2014[May], Vol 108, 106-114). The authors regret that the coefficients reported in the 8th paragraph of the results section in the initially published article did not reflect what was presented in Table 3. The correct paragraph is present in the erratum. (The following abstract of the original article appeared in record [rid]2014-15045-013[/rid]). [Correction Notice: An Erratum for this article was reported in Vol 124 of Social Science & Medicine (see record [rid]2014-57459-002[/rid]). The publisher regrets that in Table 1 of the initially published article, the Min residential deprivation score for the Trade school/CEGEP group should read –0.121 instead of 0.121.] The focus, in place and health research, on a single, residential, context overlooks the fact that individuals are mobile and experience other settings in the course of their daily activities. Socio-economic characteristics are associated with activity patterns, as well as with the quality of places where certain groups conduct activities, i.e. their non-residential activity space. Examining how measures of exposure to resources, and inequalities thereof, compare between residential and non-residential contexts is required. Baseline data from 1890 young adults (18–25 years-old) participating in the Interdisciplinary Study of Inequalities in Smoking, Montreal, Canada (2011–2012), were analyzed. Socio-demographic and activity location data were collected using a validated, self-administered questionnaire. Area-level material deprivation was measured within 500-m road-network buffer zones around participants' residential and activity locations. Deprivation scores in the residential area and non-residential activity space were compared between social groups. Multivariate linear regression was used to estimate associations between individual- and area-level characteristics and non-residential activity space deprivation, and to explore whether these characteristics attenuated the education–deprivation association. Participants in low educational categories lived and conducted activities in more disadvantaged areas than university students/graduates. Educational inequalities in exposure to area-level deprivation were larger in the non-residential activity space than in the residential area for the least educated, but smaller for the intermediate group. Adjusting for selected covariates such as transportation resources and residential deprivation did not significantly attenuate the education–deprivation associations. Results support the existence of social isolation in residential areas and activity locations, whereby less educated individuals tend to be confined to more disadvantaged areas than their more educated counterparts. They also highlight the relevance of investigating both residential and non-residential contexts when studying inequalities in health-relevant exposures. (PsycINFO Database Record (c) 2015 APA, all rights reserved)",1
14,"Reports an error in the original article by Susana Gavidia-Payne and Zolinda Stoneman (American Journal on Mental Retardation, 2006 Vol 111(1):1-14). The order of authors was inadvertently reversed in ""Marital Adjustment of Parents of Young Children With Disabilities: Associations With Daily Hassles and Problem-Focused Coping."" The correct order is Susana Gavidia-Payne and Zolinda Stoneman. (The following abstract of this article originally appeared in record [rid]2006-01741-001[/rid].) A family systems framework was used to examine associations between stressors/hassles, problem-focused coping, and marital adjustment in 67 families of young children with disabilities. Most of the couples were experiencing average to above average marital adjustment. When daily stressors/hassles were higher, husbands and wives viewed their marriages more negatively. After variance contributed by stressors/hassles was statistically controlled, fathers who employed more problem-focused coping strategies were more positive about their marriages. For wives (but not husbands), a cross-spousal partner effect was found; women reported higher marital adjustment when their husbands employed more problem-focused coping strategies. We reaffirmed the systemic nature of family processes and highlighted the role of parent gender in understanding the relationships among stressors, coping, and marital well-being. (PsycINFO Database Record (c) 2012 APA, all rights reserved)",1
15,"Reports an error in the original article by L. F. De Nil and G. J. Brutten (Journal of Speech and Hearing Research, 1991[Feb], Vol 34[1], 60–66). The name of the speech attitude test in the appendix should be ""Communication Attitude Test."" (The following abstract of this article originally appeared in PA, Vol 78:18845). Used a Dutch version of the Communication Attitude Test (G. J. Brutten and S. L. Dunham; see record [rid]1990-11954-001[/rid]) to assess the speech-associated attitudes of 70 stuttering and 271 nonstuttering Belgian children (aged 7–14 yrs). Stutterers evidence significantly more negative attitudes toward speech than did nonstutterers. This difference was present even in the youngest age group studied. Moreover, a significant group by age interaction revealed that the speech-related attitudes of the stutterers became more negative with increasing age. In contrast, those of the nonstutterers became less negative after 9 yrs of age. (PsycINFO Database Record (c) 2012 APA, all rights reserved)",1
16,"Reports an error in ""A dual leucine kinase–dependent axon self-destruction program promotes Wallerian degeneration"" by Bradley R. Miller, Craig Press, Richard W. Daniels, Yo Sasaki, Jeffrey Milbrandt and Aaron DiAntonio (Nature Neuroscience, 2009[Apr], Vol 12[4], 387-389). In the version of this article initially published, the abbreviation DLK was omitted from the abstract. The second sentence of the abstract should be ""We found that dual leucine kinase (DLK) promoted degeneration of severed axons in Drosophila and mice, and that its target, c-Jun N-terminal kinase, promoted degeneration locally in axons as they committed to degenerate."" The error has been corrected in the HTML and PDF versions of the article. (The following abstract of the original article appeared in record [rid]2009-18889-007[/rid]). [Correction Notice: An erratum for this article was reported in Vol 12(6) of Nature Neuroscience (see record [rid]2009-18993-024[/rid]). In the original article initially published, the abbreviation DLK was omitted from the abstract. The second sentence of the abstract should be ""We found that dual leucine kinase (DLK) promoted degeneration of severed axons in Drosophila and mice, and that its target, c-Jun N-terminal kinase, promoted degeneration locally in axons as they committed to degenerate"". The error has been corrected in the HTML and PDF versions of the article.] Axon degeneration underlies many common neurological disorders, but the signaling pathways that orchestrate axon degeneration are unknown. We found that dual leucine kinase (DLK) promoted degeneration of severed axons in Drosophila and mice, and that its target, c-Jun N-terminal kinase, promoted degeneration locally in axons as they committed to degenerate. This pathway also promoted degeneration after chemotherapy exposure and may be a component of a general axon self-destruction program. (PsycINFO Database Record (c) 2012 APA, all rights reserved)",1
17,"Reports an error in ""The choices, choosing model of quality of life: Description and rationale"" by Barry J. Gurland and Roni V. Gurland (International Journal of Geriatric Psychiatry, 2009[Jan], Vol 24[1], 90-95). If has come to our attention that this Research Article was published with an incorrect SUMMARY. The authors now publish the entire SUMMARY as first intended in the erratum. (The following abstract of the original article appeared in record [rid]2009-01067-012[/rid]). Background: A previous paper began with a critical review of current models and measures of quality of life and then proposed criteria for judging the relative merits of alternative models: preference was given to finding a model with explicit mechanisms, linkages to a science base, a means of identifying deficits amenable to rational restorative interventions, and with embedded values of the whole person. A conjectured model, based on the processes of accessing choices and choosing among them, matched the proposed criteria. The choices and choosing (c-c) process is an evolved adaptive mechanism dedicated to the pursuit of quality of life, driven by specific biological and psychological systems, and influenced also by social and environmental forces. Objective: In this paper the c-c model is examined for its potential to strengthen the science base for the field of quality of life and thus to unify many approaches to concept and measurement. Conclusions: A third paper in this set will lay out a guide to applying the c-c model in evaluating impairments of quality of life and will tie this evaluation to corresponding interventions aimed at relieving restrictions or distortions of the c-c process; thus helping people to preserve and improve their quality of life. The fourth paper will demonstrate empirical analyses of the relationship between health imposed restrictions of options for living and conventional indicators of diminished quality of life. (PsycINFO Database Record (c) 2012 APA, all rights reserved)",1
18,"Reports an error in the original article by Cohen (Psychological Bulletin. 73(6) 1970, 433-440). On page 437, lines 26-30 of the left column should read as follows: ""Relatively high anxiety was related to significantly lower frequency of dream recall in groups marked by intellectualization and abnegation..."" (The following abstract of this article originally appeared in record [rid]1970-11700-001[/rid].) Reviews the correlational and experimental research of the last 15 yr. on factors associated with the frequency of dream recall. The domain of dream recall is established as a broadly defined range of perceptual, conceptual, and affective experiences reported by Ss in studies using questionnaire, diary, and sleep-interruption methods. Frequency of dream recall is affected by physiological, methodological, and psychological factors. The importance of studying the association of narrowly defined, theoretically related personality variables and the frequency of specific types of dream reports obtained by different methods is emphasized. (PsycINFO Database Record (c) 2012 APA, all rights reserved)",1
19,"Reports an error in ""Understanding print: Early reading development and the contributions of home literacy experiences"" by Betty Ann Levy, Zhiyu Gong, Sandra Hessels, Mary Ann Evans and Debra Jared (Journal of Experimental Child Psychology, 2006 Jan, Vol 93(1), 63-93). Due to a typesetting error, Tables 7, 11, 12, 13, and 14 contain an incorrectly labeled column. In each table, the column labeled R² should be labeled ΔR². (The following abstract of the original article appeared in record [rid]2006-00684-004[/rid].) This study explored the development of children's early understanding of visual and orthographic aspects of print and how this is related to early reading acquisition. A total of 474 children, ages 48 to 83 months, completed standardized measures of phonological awareness and early reading skills. They also completed experimental tasks that tapped their understanding of what constitutes ""readable"" print. The parents of participants completed a questionnaire regarding their children's home literacy experiences. The data showed systematic development in children's understanding of print conventions and English orthography and spelling. Regression analyses indicated that print knowledge was related to early reading skill, even after accounting for variance due to age and phonological awareness. Furthermore, parents' ratings of the extent of their children's involvement in activities that led to practice in reading and writing most consistently predicted the development of emerging literacy skills, including understanding of the conventions of the English writing system. Little relation between print knowledge and the frequency of storybook reading by adults was observed. (PsycINFO Database Record (c) 2012 APA, all rights reserved)",1
20,"Reports an error in the original article by J. E. Harris (Nicotine and Tobacco Research, 2004, Vol 6[5], pp. 797-807). On page 805, in line 7 of the left column, the formula for the critical degree of compensation was reported incorrectly. The corrected formula is provided in this erratum. (The following abstract of this article originally appeared in record [rid]2004-21027-007[/rid]). The yields of 40 toxic smoke constituents per mg nicotine were computed in three matched pairs of higher- and lower-tar cigarettes tested in the 1999 Massachusetts Benchmark Study. In the three pairs, 19, 20 and 17 compounds, respectively, exhibited significantly greater yields per mg nicotine in the lower-tar than the corresponding higher-tar brand. Based on the assumption that toxicant yields per mg nicotine were independent of smoking intensity, the minimum degree of nicotine compensation necessary to obtain equal or greater dosages of these toxic compounds from the lower-tar cigarette ranged from 0% to 73%. A smoker who compensates only incompletely for nicotine may thus obtain a higher dosage of a specific smoke toxicant from a lower-tar cigarette than from a higher-tar cigarette. From the toxicological standpoint, incomplete compensation for nicotine does not necessarily translate into harm reduction. (PsycINFO Database Record (c) 2013 APA, all rights reserved)",1
21,"Reports an error in ""Object clitic omission in French-speaking children: Effects of the elicitation task"" by Mihaela Pirvulescu and Virginia Hill (Language Acquisition: A Journal of Developmental Linguistics, 2011[Dec], Vol 19[1], 73-81). In the original article, the following acknowledgements were omitted: We would like to thank Isabelle Belzil, Ana T. Pérez-Leroux, Yves Roberge, and the audience at the conferences Generative Approaches to Language Acquisition North America 3 and Romance Turn IV, as well as two anonymous reviewers. This research was partially funded by the Social Sciences and Humanities Research Council of Canada grants 410-05-0239 and 410-09-2026. (The following abstract of the original article appeared in record [rid]2012-00677-004[/rid]). In French, the acquisition of object clitics seems delayed, and omissions are documented. In this article, we look at the experimental paradigm traditionally used to elicit object clitics and propose a new elicitation procedure that is closer to how clitics are produced in spontaneous production. We show that under the proposed new experiment, the results in elicited production align with those in spontaneous production, and omission of object clitics is minimal. We briefly outline the implications for the analysis of the omission phenomenon. (PsycINFO Database Record (c) 2012 APA, all rights reserved)",1
22,"Reports an error in the original article by M. Brent Donnellana, Rand D. Congera and Chalandra M. Bryant (Journal of Research in Personality, 2004[Oct], Vol 38(5), 481-504). On page 483, in section 2.2, there is a clarification: Caughlin et al. (2000) collected ""quasi observational"" data on communication negativity using telephone diaries. Their work was incorrectly identified as using true observational measures of negative interactions. In Table 3 on page 491, the correlation for ""Husband self-reports"" under the heading ""Global evaluations: sexual satisfaction"" in column N should be -.17*, and the correlation for ""Husband self-reports"" in column O should be .17*. (The following abstract of this article originally appeared in record [rid]2004-18627-004[/rid].) The present investigation tested the relations between the Big Five dimensions of personality and the marital relationships of over 400 couples using both observational and questionnaire data. Four major findings emerged from these analyses. First, self-reports of neuroticism were positively correlated with negative interactions and negatively correlated with global evaluations of the marriage. Second, self-reports of agreeableness were negatively correlated with negative interactions and generally positively correlated with global evaluations of the marriage. Third, self-reports of openness were negatively correlated with observer reports of negative interactions. Fourth, self-reports of openness by wives were positively correlated with global reports of sexual satisfaction. These findings suggest that agreeableness and openness deserve increased attention as significant correlates of close relationships. Discussion emphasizes the importance of intrapersonal factors for understanding marital relationships. (PsycINFO Database Record (c) 2012 APA, all rights reserved)",1
23,"Reports an error in ""Auditory coding of human movement kinematics"" by Pia M. Vinken, Daniela Kröger, Ursula Fehse, Gerd Schmitz, Heike Brock and Alfred O. Effenberg (Multisensory Research, 2013, Vol 26[6], 533-552). Unfortunately, Figs 1 and 2 of this paper were mistakenly switched. The correct figures and corresponding captions are included in the erratum. (The following abstract of the original article appeared in record [rid]2014-07627-002[/rid].) Although visual perception is dominant on motor perception, control and learning, auditory information can enhance and modulate perceptual as well as motor processes in a multifaceted manner. During last decades new methods of auditory augmentation had been developed with movement sonification as one of the most recent approaches expanding auditory movement information also to usually mute phases of movement. Despite general evidence on the effectiveness of movement sonification in different fields of applied research there is nearly no empirical proof on how sonification of gross motor human movement should be configured to achieve information rich sound sequences. Such lack of empirical proof is given for (a) the selection of suitable movement features as well as for (b) effective kinetic-acoustical mapping patterns and for (c) the number of regarded dimensions of sonification. In this study we explore the informational content of artificial acoustical kinematics in terms of a kinematic movement sonification using an intermodal discrimination paradigm. In a repeated measure design we analysed discrimination rates of six everyday upper limb actions to evaluate the effectiveness of seven different kinds of kinematic-acoustical mappings as well as short term learning effects. The kinematics of the upper limb actions were calculated based on inertial motion sensor data and transformed into seven different sonifications. Sound sequences were randomly presented to participants and discrimination rates as well as confidence of choice were analysed. Data indicate an instantaneous comprehensibility of the artificial movement acoustics as well as short term learning effects. No differences between different dimensional encodings became evident thus indicating a high efficiency for intermodal pattern discrimination for the acoustically coded velocity distribution of the actions. Taken together movement information related to continuous kinematic parameters can be transformed into the auditory domain. Additionally, pattern based action discrimination is obviously not restricted to the visual modality. Artificial acoustical kinematics might be used to supplement and/or substitute visual motion perception in sports and motor rehabilitation. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",1
24,"Reports an error in the article by M. Baggaley (Psychological Bulletin, 1998[Mar], 22[3], 153–154). On page 154, the author states that officers have 5-figure service numbers; the correct number is 6. (The following abstract of this article originally appeared in record [rid]2000-03460-007[/rid]). 13% of referrals of ex-servicemen to a military psychiatric center for the treatment of combat-related posttraumatic stress disorder (PTSD) in a 12-mo period have proven to be factitious. A simple classification of factitious combat-related PTSD into those with no military service and those with military service but with false claims of combat is described. The possible causes of this behavior are discussed, including possible financial gain, benefits of the sick role, improvement of self-esteem, or mistaken attribution of present psychiatric disorders to past military service. A guide to the detection of factitious claims for psychiatrists without military experience is given. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",1
25,"Reports an error in ""Assessment and self-injury: Implications for counselors"" by Laurie M. Craigen, Amanda C. Healey, Cynthia T. Walley, Rebekah Byrd and Jennifer Schuster (Measurement and Evaluation in Counseling and Development, 2010[Apr], Vol 43[1], 3-15). In the original article, the following sentence is incorrectly attributed to Iwata et al. The data presented in this sentence are of unknown origin and should be disregarded: ""Test-retest reliability was reported at r = .68 (Iwata et al., 1990)"". Also, in Table 1 on p. 5 , in the Reliability column of the SITS row, ""Interrater"" should be listed instead of ""Test-retest"". (The following abstract of the original article appeared in record [rid]2010-05516-001[/rid]). This article provides readers with an understanding of self-injury assessment. The article begins with a critical review of a number of self-injury assessments. The latter section of the article introduces a comprehensive two-tiered approach to accurately assessing self-injury. Implications for counselors related to the assessment of self-injury are also provided. (PsycINFO Database Record (c) 2012 APA, all rights reserved)",1
